# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Dec  7 13:30:58 2023
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
#
pl_name,hostname,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,st_spectype,st_teff,st_rad,st_metratio,st_lum,rastr,ra,decstr,dec
HD 105618 c,HD 105618,77114.07158000,35.731000,11.900,8419.59233,0.126000,,,,5671.00,1.27,,0.180,12h09m36.51s,182.4021288,+11d12m41.65s,11.2115695
HD 105779 b,HD 105779,2412.00000000,3.380000,14.100,203.41018,0.000000,,,G2,5792.00,0.94,[Fe/H],-0.108,12h10m38.69s,182.6612053,-16d57m23.37s,-16.9564908
HD 106252 b,HD 106252,1531.00000000,2.610000,12.500,3178.28407,0.480000,,,G0,5874.00,1.10,[Fe/H],0.123,12h13m29.53s,183.3730583,+10d02m25.55s,10.0404302
HD 106270 b,HD 106270,1888.00000000,3.340000,12.400,3623.24384,0.185000,,,G5 IV,5509.00,2.66,[Fe/H],0.756,12h13m37.18s,183.4049258,-09d30m48.83s,-9.5135645
HD 106315 b,HD 106315,9.55237000,0.090700,2.440,12.60000,0.093000,240.00,1153,F5 V,6327.00,1.30,[Fe/H],0.350,12h13m53.39s,183.4724742,-00d23m36.37s,-0.3934357
HD 106315 c,HD 106315,21.05704000,0.153600,4.350,15.20000,0.220000,83.00,886,F5 V,6327.00,1.30,[Fe/H],0.395,12h13m53.39s,183.4724742,-00d23m36.37s,-0.3934357
HD 10647 b,HD 10647,989.20000000,2.015000,13.800,298.75000,0.150000,,,F9 V,6218.00,1.10,[Fe/H],0.149,01h42m29.60s,25.6233526,-53d44m28.63s,-53.7412852
HD 106515 A b,HD 106515 A,3586.86089000,4.491000,12.500,3025.09078,0.565000,,,G5 V,5362.00,0.91,[Fe/H],-0.164,12h15m06.30s,183.7762699,-07d15m27.15s,-7.2575413
HD 106906 b,HD 106906,,650.000000,12.400,3496.00000,,,1800,F5 V,6516.00,2.12,[Fe/H],0.750,12h17m53.12s,184.4713308,-55d58m32.09s,-55.9755805
HD 10697 b,HD 10697,1075.37990000,2.051000,12.800,1825.28854,0.104000,,,G3 V,5641.00,1.86,[Fe/H],0.477,01h44m55.78s,26.2324076,+20d04m57.71s,20.0826974
HD 107148 b,HD 107148,48.05600000,0.269000,9.600,66.74100,0.050000,,,G5 V,5797.00,1.17,[Fe/H],0.121,12h19m13.43s,184.8059773,-03d19m11.97s,-3.3199927
HD 107148 c,HD 107148,18.32670000,0.140700,4.700,19.89606,0.340000,,,G5 V,5752.92,1.17,[Fe/H],0.121,12h19m13.43s,184.8059773,-03d19m11.97s,-3.3199927
HD 108147 b,HD 108147,10.89850000,0.102000,10.900,82.95000,0.530000,,890,F8 V CH+0.4,6255.73,1.21,[M/H],0.303,12h25m45.84s,186.4409852,-64d01m20.46s,-64.0223492
HD 108202 b,HD 108202,2990.00000000,3.700000,13.100,953.48522,0.520000,,,K4/5 V,4556.03,0.66,[M/H],-0.767,12h25m50.72s,186.4613189,-01d06m39.32s,-1.1109233
HD 108236 b,HD 108236,3.79596300,0.045270,1.615,3.24000,0.045000,312.18,1099,G3 V,5660.00,0.88,[Fe/H],-0.150,12h26m17.78s,186.5740627,-51d21m46.99s,-51.3630519
HD 108236 c,HD 108236,6.20344900,0.062000,2.071,4.94000,0.034000,162.17,932,G3 V,5660.00,0.88,[Fe/H],-0.150,12h26m17.78s,186.5740627,-51d21m46.99s,-51.3630519
HD 108236 d,HD 108236,14.17568500,0.107400,2.539,6.98000,0.055000,53.88,708,G3 V,5660.00,0.88,[Fe/H],-0.150,12h26m17.78s,186.5740627,-51d21m46.99s,-51.3630519
HD 108236 e,HD 108236,19.59002500,0.136700,3.083,9.71000,0.058000,35.00,636,G3 V,5660.00,0.88,[Fe/H],-0.150,12h26m17.78s,186.5740627,-51d21m46.99s,-51.3630519
HD 108236 f,HD 108236,29.54115000,0.175800,2.017,4.72000,0.051000,,,G3 V,5660.00,0.88,[Fe/H],-0.150,12h26m17.78s,186.5740627,-51d21m46.99s,-51.3630519
HD 108341 b,HD 108341,1129.00000000,2.000000,13.300,715.11392,0.850000,,,K2 V,5122.00,0.79,[Fe/H],-0.370,12h27m31.00s,186.8791724,-71d25m20.96s,-71.4224896
HD 108863 b,HD 108863,437.70000000,1.320000,13.300,767.24162,0.032000,,,K0,4878.00,5.74,[Fe/H],1.225,12h30m19.83s,187.5826081,+21d56m53.16s,21.9480993
HD 108874 b,HD 108874,394.48123000,1.040000,13.600,451.31860,0.130000,,,G5,5600.00,1.05,[Fe/H],-0.001,12h30m27.02s,187.6126029,+22d52m45.98s,22.8794399
HD 108874 c,HD 108874,1624.00000000,2.659000,13.800,314.64000,0.239000,,,G5,5551.00,1.09,[Fe/H],-0.001,12h30m27.02s,187.6126029,+22d52m45.98s,22.8794399
HD 109246 b,HD 109246,68.27000000,0.330000,13.900,273.33380,0.120000,,,G0 V,5844.00,1.07,[Fe/H],0.100,12h32m06.52s,188.0271840,+74d29m21.62s,74.4893379
HD 109271 b,HD 109271,7.85430000,0.079000,4.310,17.16200,0.250000,,,G5 V,5783.00,1.29,[Fe/H],0.301,12h33m35.38s,188.3973970,-11d37m17.47s,-11.6215204
HD 109271 c,HD 109271,30.93000000,0.196000,5.270,24.15400,0.150000,,,G5 V,5783.00,1.29,[Fe/H],0.301,12h33m35.38s,188.3973970,-11d37m17.47s,-11.6215204
HD 109286 b,HD 109286,520.10000000,1.259000,13.200,950.30694,0.338000,0.71,259,G4 V,5694.00,1.09,[Fe/H],-0.084,12h33m35.00s,188.3958418,+07d16m51.26s,7.2809064
HD 109749 b,HD 109749,5.23989100,0.061500,11.100,85.81410,0.000000,,,G3 V,5824.00,1.22,[Fe/H],0.190,12h37m16.16s,189.3173489,-40d48m43.72s,-40.8121458
HD 10975 b,HD 10975,283.80000000,0.950000,14.300,143.02278,0.442000,,,K0 III,4840.00,11.16,[Fe/H],1.790,01h48m39.07s,27.1628025,+37d57m09.92s,37.9527542
HD 109833 b,HD 109833,9.18852600,,2.888,8.69000,0.180000,72.03,811,,5881.00,1.00,[M/H],0.072,12h39m06.21s,189.7758591,-74d34m26.47s,-74.5740205
HD 109833 c,HD 109833,13.90014800,,2.590,7.22000,0.300000,77.48,757,,5881.00,1.00,[M/H],0.072,12h39m06.21s,189.7758591,-74d34m26.47s,-74.5740205
HD 109988 b,HD 109988,17132.15854000,12.518000,12.100,6935.33367,0.056000,,,,5185.97,0.87,[M/H],-0.307,12h39m15.71s,189.8154662,-32d43m34.90s,-32.7263607
HD 110014 b,HD 110014,835.47700000,2.140000,12.400,3524.59000,0.462000,,,K2 III,4445.00,20.90,[Fe/H],2.304,12h39m14.69s,189.8111935,-07d59m44.41s,-7.9956702
HD 110067 b,HD 110067,9.11367800,0.079300,2.200,5.69000,,,800,K0.0 V,5266.00,0.79,[Fe/H],-0.362,12h39m21.41s,189.8392243,+20d01m38.42s,20.0273377
HD 110067 c,HD 110067,13.67369400,0.103900,2.388,6.30000,,,699,K0.0 V,5266.00,0.79,[Fe/H],-0.362,12h39m21.41s,189.8392243,+20d01m38.42s,20.0273377
HD 110067 d,HD 110067,20.51961700,0.136200,2.852,8.52000,,,602,K0.0 V,5266.00,0.79,[Fe/H],-0.362,12h39m21.41s,189.8392243,+20d01m38.42s,20.0273377
HD 110067 e,HD 110067,30.79309100,0.178500,1.940,3.90000,,,533,K0.0 V,5266.00,0.79,[Fe/H],-0.362,12h39m21.41s,189.8392243,+20d01m38.42s,20.0273377
HD 110067 f,HD 110067,41.05854000,0.216300,2.601,5.04000,,,489,K0.0 V,5266.00,0.79,[Fe/H],-0.362,12h39m21.41s,189.8392243,+20d01m38.42s,20.0273377
HD 110067 g,HD 110067,54.76992000,0.262100,2.607,8.40000,,,440,K0.0 V,5266.00,0.79,[Fe/H],-0.362,12h39m21.41s,189.8392243,+20d01m38.42s,20.0273377
HD 110082 b,HD 110082,10.18271000,0.113000,3.200,10.30000,0.200000,198.39,957,F8 V,6200.00,1.19,[Fe/H],0.281,12h50m21.43s,192.5892855,-88d07m16.00s,-88.1211107
HD 110113 b,HD 110113,2.54100000,0.035000,2.050,4.55000,0.093000,735.49,1371,G,5732.00,0.97,[Fe/H],-0.032,12h40m08.78s,190.0365636,-44d18m43.48s,-44.3120777
HD 110113 c,HD 110113,6.74400000,0.068000,3.230,10.50000,0.045000,199.90,990,G,5732.00,0.97,[Fe/H],-0.032,12h40m08.78s,190.0365636,-44d18m43.48s,-44.3120777
HD 110537 b,HD 110537,24469.67342000,16.714000,11.900,8612.83200,0.401000,,,G6/8 V,5718.00,1.17,[M/H],0.117,12h42m59.10s,190.7462412,-04d03m00.38s,-4.0501059
HD 11112 b,HD 11112,17244.90764000,13.380000,12.600,2598.56506,0.285000,,,,5905.64,1.47,[M/H],0.377,01h48m21.15s,27.0881399,-41d29m39.88s,-41.4944106
HD 111232 b,HD 111232,1169.13202000,2.148000,12.600,2531.50326,0.214000,,,G8 V,5512.00,0.90,[Fe/H],-0.161,12h48m51.83s,192.2159553,-68d25m28.80s,-68.4246679
HD 111232 c,HD 111232,26472.44623000,17.250000,12.200,5740.93452,0.558000,,,G8 V,5494.00,0.90,[Fe/H],-0.161,12h48m51.83s,192.2159553,-68d25m28.80s,-68.4246679
HD 111591 b,HD 111591,1056.40000000,2.500000,12.900,1398.45200,0.260000,,,K0 III,4884.00,8.03,[Fe/H],1.581,12h50m17.41s,192.5725483,+22d51m47.26s,22.8631285
HD 111998 b,HD 111998,810.00000000,1.910000,12.900,1525.57635,0.130000,,,F6 V,6557.00,1.45,[Fe/H],0.512,12h53m10.88s,193.2953521,-03d33m11.21s,-3.5531133
HD 112300 b,HD 112300,466.63000000,1.330000,12.200,5031.22368,0.360000,,,M1 III,3657.00,65.80,[Fe/H],2.701,12h55m35.72s,193.8988441,+03d23m50.06s,3.3972376
HD 112640 b,HD 112640,613.20000000,1.700000,12.900,1589.15000,0.240000,,,K0 III,4155.00,39.00,[Fe/H],2.453,12h56m57.96s,194.2415171,+67d14m34.48s,67.2429122
HD 113337 b,HD 113337,317.58639000,1.022000,13.100,1035.80278,0.280000,,,F6 V,6774.00,1.50,[M/H],0.632,13h01m46.52s,195.4438496,+63d36m37.18s,63.6103280
HD 113337 c,HD 113337,5429.93477000,6.805000,12.100,6299.67686,0.164000,,,F6 V,6667.33,1.53,[M/H],0.620,13h01m46.52s,195.4438496,+63d36m37.18s,63.6103280
HD 11343 c,HIP 8541,228.53731000,0.923000,13.900,255.53404,0.169000,,,K2 III/ IV,4708.93,6.78,[Fe/H],1.309,01h50m06.53s,27.5271962,-54d27m54.59s,-54.4651633
HD 113538 b,HD 113538,663.20000000,1.240000,13.200,114.41000,0.140000,,,K9 V,4462.00,0.53,[Fe/H],-1.046,13h04m56.14s,196.2339330,-52d26m46.86s,-52.4463502
HD 113538 c,HD 113538,1818.00000000,2.440000,13.800,295.57000,0.200000,,,K9 V,4462.00,0.53,[Fe/H],-1.046,13h04m56.14s,196.2339330,-52d26m46.86s,-52.4463502
HD 113996 b,HD 113996,610.20000000,1.600000,12.700,2002.32900,0.280000,,,K5 III,4181.00,25.11,[Fe/H],2.464,13h07m10.77s,196.7948740,+27d37m27.98s,27.6244384
HD 114082 b,HD 114082,109.75000000,0.510900,11.209,2542.62726,0.395000,,,F3 V,6651.00,1.49,[Fe/H],0.583,13h09m16.11s,197.3171237,-60d18m30.36s,-60.3084347
HD 114386 b,HD 114386,937.70001000,1.730000,13.700,362.32620,0.230000,,,K3V,4836.00,0.76,[Fe/H],-0.540,13h10m39.65s,197.6652124,-35d03m22.25s,-35.0561807
HD 114613 b,HD 114613,4000.00000000,5.340000,13.100,113.46531,0.458000,,,G4 IV,5641.00,2.14,[Fe/H],0.608,13h12m02.68s,198.0111842,-37d48m10.16s,-37.8028236
HD 114729 b,HD 114729,1121.79000000,2.067000,13.900,262.20975,0.079000,,,G0 V,5844.00,1.47,[Fe/H],0.421,13h12m44.02s,198.1833997,-31d52m28.83s,-31.8746756
HD 114783 b,HD 114783,493.70000000,1.160000,13.700,349.60000,0.144000,,,K0,5135.00,0.84,[Fe/H],-0.372,13h12m43.64s,198.1818436,-02d15m53.97s,-2.2649921
HD 114783 c,HD 114783,4352.00000000,5.000000,13.400,603.87397,0.050000,,,K1 V,5126.74,0.84,[Fe/H],-0.373,13h12m43.64s,198.1818436,-02d15m53.97s,-2.2649921
HD 11505 b,HD 11505,32669.22247000,20.247000,12.600,2510.52659,0.144000,,,,5757.15,1.20,[M/H],0.151,01h53m06.01s,28.2750265,-01d19m42.39s,-1.3284416
HD 11506 b,HD 11506,1613.74017000,2.800000,12.900,1551.00263,0.391000,,,G0 V,6183.00,1.24,[Fe/H],0.337,01h52m50.56s,28.2106607,-19d30m26.63s,-19.5073960
HD 11506 c,HD 11506,223.95986000,0.750000,13.400,117.27868,0.233000,,,G0 V,6055.00,1.34,[Fe/H],0.337,01h52m50.56s,28.2106607,-19d30m26.63s,-19.5073960
HD 11506 d,HD 11506,14723.57452000,12.235000,12.600,2346.52713,0.061000,,,G0 V,6183.00,1.24,[Fe/H],0.337,01h52m50.56s,28.2106607,-19d30m26.63s,-19.5073960
HD 115404 A b,HD 115404 A,10.49488000,0.088000,6.090,30.82936,0.232000,,,K2V,5019.17,0.73,[M/H],-0.520,13h16m51.74s,199.2155793,+17d00m57.74s,17.0160384
HD 115404 A c,HD 115404 A,15319.22517000,11.364000,12.500,3279.67133,0.211000,,,K2V,5019.17,0.73,[M/H],-0.520,13h16m51.74s,199.2155793,+17d00m57.74s,17.0160384
HD 115954 b,HD 115954,3700.00000000,5.000000,12.600,2685.65004,0.487000,0.06,145,G0 V,5957.00,1.21,[Fe/H],0.481,13h19m56.49s,199.9853694,+38d22m08.90s,38.3691383
HD 116029 b,HD 116029,670.00000000,1.650000,13.600,444.96200,0.000000,,,K0,4819.00,4.89,[Fe/H],1.053,13h20m39.53s,200.1646905,+24d38m54.50s,24.6484725
HD 116029 c,HD 116029,907.00000000,,13.700,403.64410,0.038000,,,K0,4951.00,4.60,[Fe/H],1.063,13h20m39.53s,200.1646905,+24d38m54.50s,24.6484725
HD 117207 b,HD 117207,2621.75000000,3.787000,13.400,669.34663,0.157000,,,G7 IV-V,5732.00,1.07,[Fe/H],0.066,13h29m20.85s,202.3368806,-35d34m16.69s,-35.5713041
HD 11755 b,HD 11755,433.70001000,1.090000,12.800,1789.38290,0.190000,,,G5,4312.00,20.58,[Fe/H],2.169,01h58m49.88s,29.7078360,+73d09m07.69s,73.1521372
HD 117618 b,HD 117618,25.80000000,0.180000,8.590,55.30242,0.150000,,,G2 V,5990.00,1.20,[M/H],0.213,13h32m25.59s,203.1066418,-47d16m18.86s,-47.2719049
HD 118203 b,HD 118203,6.13350000,0.070000,13.138,886.74570,0.310000,861.55,1509,K0,5864.00,2.06,[Fe/H],0.646,13h34m02.39s,203.5099560,+53d43m41.48s,53.7281876
HD 11964 b,HD 11964,1945.00000000,3.160000,14.100,198.00000,0.041000,,,G9 V CN+1,5303.00,2.01,[M/H],0.459,01h57m09.22s,29.2884252,-10d14m36.49s,-10.2434693
HD 11964 c,HD 11964,37.91000000,0.229000,5.380,25.00000,0.300000,,,G9 V CN+1,5303.00,2.01,[M/H],0.459,01h57m09.22s,29.2884252,-10d14m36.49s,-10.2434693
HD 11977 b,HD 11977,711.00000000,1.930000,12.700,2080.00000,0.400000,,,G8 III/IV,4970.00,10.09,[Fe/H],1.839,01h54m56.34s,28.7347403,-67d38m49.15s,-67.6469871
HD 120084 b,HD 120084,2142.00000000,4.210000,12.700,2034.10180,0.483000,,,G7 III,4879.00,10.37,[Fe/H],1.738,13h42m38.88s,205.6619890,+78d03m52.70s,78.0646376
HD 121504 b,HD 121504,63.33000000,0.330000,13.600,479.92330,0.030000,,,G2 V,6027.00,1.07,[Fe/H],0.190,13h57m16.78s,209.3199062,-56d02m25.47s,-56.0404085
HD 12235 b,HD 12235,4.36305000,0.054000,3.230,10.48834,0.376000,,,,5986.00,1.80,[M/H],0.575,02h00m09.40s,30.0391601,+03d05m45.28s,3.0959098
HD 12235 c,HD 12235,36336.70679000,22.210000,12.500,3135.69506,0.174000,,,,5986.00,1.80,[M/H],0.575,02h00m09.40s,30.0391601,+03d05m45.28s,3.0959098
HD 122562 c,HD 122562,84.96276000,0.406000,10.100,73.10053,0.228000,,,,4956.00,2.17,,0.407,14h02m21.29s,210.5886904,+20d52m51.70s,20.8810286
HD 124330 b,HD 124330,270.66000000,0.860000,14.000,238.37131,0.340000,,,G4 IV,5873.00,1.30,[Fe/H],0.338,14h11m16.97s,212.8207093,+54d24m32.30s,54.4089731
HD 12484 b,HD 12484,58.83000000,0.297000,13.200,947.13340,0.070000,,,F8,5920.00,1.00,[Fe/H],0.022,02h02m26.77s,30.6115322,+02d48m56.91s,2.8158078
HD 125271 b,HD 125271,14901.99295000,10.817000,12.400,3465.60095,0.165000,,,,4703.93,0.75,[M/H],-0.604,14h26m35.38s,216.6474037,-81d27m15.39s,-81.4542756
HD 125390 b,HD 125390,1757.39151000,3.496000,11.900,8646.20398,0.597000,,,G7 III,4882.00,6.47,[Fe/H],1.124,14h18m09.30s,214.5387463,+38d58m00.89s,38.9669132
HD 125595 b,HD 125595,9.67370000,0.080000,2.400,6.35660,0.000000,,,K4 V,4691.00,0.74,[Fe/H],-0.617,14h21m22.42s,215.3434326,-40d23m39.28s,-40.3942443
HD 125612 b,HD 125612,557.69994000,1.349000,13.200,945.22168,0.446000,,,G3 V,5900.00,1.07,[Fe/H],0.060,14h20m53.45s,215.2227183,-17d28m54.53s,-17.4818147
HD 125612 c,HD 125612,4.15466000,0.051000,4.070,15.57359,0.149000,,,G3 V,5900.00,1.05,[Fe/H],0.060,14h20m53.45s,215.2227183,-17d28m54.53s,-17.4818147
HD 125612 d,HD 125612,2822.72698000,3.982000,12.700,2281.37231,0.115000,,,G3 V,5900.00,1.05,[Fe/H],0.060,14h20m53.45s,215.2227183,-17d28m54.53s,-17.4818147
HD 12648 b,HD 12648,133.60001000,0.540000,13.400,622.94680,0.040000,,,G5,4835.00,11.02,[Fe/H],1.753,02h18m59.54s,34.7480718,+85d44m11.52s,85.7365329
HD 126525 b,HD 126525,960.41000000,1.837000,10.300,75.32571,0.035000,,,G4 V,5638.00,0.98,[Fe/H],-0.040,14h27m32.46s,216.8852514,-51d55m58.48s,-51.9329118
HD 12661 b,HD 12661,262.70862000,0.840000,13.300,772.32690,0.380000,,,K0,5645.00,1.20,[Fe/H],0.133,02h04m34.16s,31.1423525,+25d24m48.83s,25.4135632
HD 12661 c,HD 12661,1708.00000000,2.814500,13.400,575.88400,0.031000,,,K0,5748.00,1.11,[Fe/H],0.063,02h04m34.16s,31.1423525,+25d24m48.83s,25.4135632
HD 126614 b,HD 126614,1257.25303000,2.249000,12.700,107.74383,0.548000,,,G8 IV,5568.00,1.37,[Fe/H],0.083,14h26m48.12s,216.7005171,-05d10m42.27s,-5.1784093
HD 127506 b,HD 127506,65.78395000,0.287000,5.670,27.33324,0.240000,,,K3V,4595.32,0.74,[M/H],-0.663,14h30m44.37s,217.6848544,+35d27m16.58s,35.4546059
HD 128311 b,HD 128311,453.01900000,1.084000,13.500,562.24127,0.303000,,,K0,4965.00,0.76,[Fe/H],-0.512,14h36m00.78s,219.0032292,+09d44m43.57s,9.7454368
HD 128311 c,HD 128311,921.53800000,1.740000,13.000,1204.25787,0.159000,,,K0,4965.00,0.76,[Fe/H],-0.512,14h36m00.78s,219.0032292,+09d44m43.57s,9.7454368
HD 128356 b,HD 128356,298.20000000,0.870000,13.900,282.86870,0.570000,,,K3 V,4875.00,0.85,[Fe/H],-0.444,14h37m04.87s,219.2702793,-25d48m11.42s,-25.8031728
HD 129445 b,HD 129445,1840.00000000,2.900000,13.300,797.74930,0.700000,,,G6 V,5646.00,1.18,[Fe/H],0.090,14h46m02.50s,221.5104196,-68d45m46.76s,-68.7629901
HD 130322 b,HD 130322,10.70871000,0.092500,13.700,365.49000,0.029000,,720,K0 V,5387.00,0.85,[Fe/H],-0.235,14h47m32.59s,221.8857975,-00d16m55.48s,-0.2820782
HD 131496 b,HD 131496,896.00000000,2.010000,13.400,572.09400,0.181000,,,K0,4846.00,4.44,[Fe/H],0.991,14h53m23.08s,223.3461495,+18d14m06.94s,18.2352618
HD 13167 b,HD 13167,2613.00000000,4.100000,13.100,1052.01730,0.563000,,,G3 V,5671.00,2.39,[M/H],0.960,02h08m13.83s,32.0576350,-24d41m44.07s,-24.6955750
HD 13189 b,HD 13189,471.60001000,1.250000,12.400,3480.23850,0.270000,,,K2,4175.00,38.41,[Fe/H],2.636,02h09m40.18s,32.4173964,+32d18m59.24s,32.3164548
HD 132406 b,HD 132406,974.00000000,1.980000,12.700,1970.53612,0.340000,,,G0 V,5783.00,1.34,[Fe/H],0.260,14h56m54.63s,224.2276121,+53d22m51.46s,53.3809615
HD 132563 b,HD 132563,1544.00000000,2.620000,13.600,473.54700,0.220000,,,F8,6289.00,1.30,[Fe/H],0.374,14h58m21.43s,224.5892892,+44d02m34.29s,44.0428571
HD 133131 A b,HD 133131 A,649.00000000,1.440000,13.600,451.31860,0.330000,,,G2 V,5799.00,0.96,[Fe/H],-0.017,15h03m35.63s,225.8984524,-27d50m35.29s,-27.8431369
HD 133131 A c,HD 133131 A,3568.00000000,4.490000,14.300,133.48860,0.490000,,,G2 V,5799.00,0.96,[Fe/H],-0.017,15h03m35.63s,225.8984524,-27d50m35.29s,-27.8431369
HD 133131 B b,HD 133131 B,5769.00000000,6.150000,13.300,794.57500,0.610000,,,G2 V,5805.00,0.99,[Fe/H],-0.009,15h03m35.99s,225.8999745,-27d50m29.74s,-27.8415947
HD 134060 b,HD 134060,3.26960000,0.044400,3.160,10.10000,0.450000,,,G3 IV,5966.00,1.16,[Fe/H],0.158,15h10m44.34s,227.6847587,-61d25m20.55s,-61.4223747
HD 134060 c,HD 134060,1291.56460000,2.392800,5.910,29.29000,0.110000,,,G3 IV,5966.00,1.16,[Fe/H],0.158,15h10m44.34s,227.6847587,-61d25m20.55s,-61.4223747
HD 134987 b,HD 134987,258.17999000,0.810000,13.500,511.70630,0.230000,,,G5 V,5736.00,1.22,[Fe/H],0.255,15h13m28.21s,228.3675397,-25d18m34.82s,-25.3096721
HD 134987 c,HD 134987,5000.00000000,5.800000,13.900,260.00000,0.120000,,,G5 V,5585.00,1.25,[Fe/H],0.255,15h13m28.21s,228.3675397,-25d18m34.82s,-25.3096721
HD 135625 b,HD 135625,4055.00000000,5.400000,13.300,731.00534,0.160000,,,G3 IV/V,6040.64,1.36,[M/H],0.344,15h17m48.28s,229.4511514,-45d55m21.31s,-45.9225871
HD 135872 b,HD 135872,2422.32597000,4.172000,12.800,1744.56013,0.164000,,,,4992.00,3.93,[M/H],0.937,15h17m41.13s,229.4213643,-05d12m08.90s,-5.2024735
HD 136118 b,HD 136118,1187.59765000,2.327000,12.300,4164.18779,0.344000,,,F7 V,6097.00,1.68,[Fe/H],0.569,15h18m55.35s,229.7306046,-01d35m32.25s,-1.5922913
HD 136352 b,HD 136352,11.57797000,0.096400,1.664,4.72000,0.000000,111.60,905,G4 V,5664.00,1.06,[M/H],0.016,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174
HD 136352 c,HD 136352,27.59221000,0.172100,2.916,11.24000,0.000000,35.10,677,G4 V,5664.00,1.06,[M/H],0.016,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174
HD 136352 d,HD 136352,107.24500000,0.425000,2.562,8.82000,0.000000,5.74,431,G4 V,5664.00,1.06,[M/H],0.016,15h21m45.63s,230.4401147,-48d19m07.74s,-48.3188174
HD 136418 b,HD 136418,464.29999000,1.290000,13.300,680.15620,0.250000,,,G5,4989.00,3.78,[Fe/H],0.833,15h19m06.15s,229.7756438,+41d43m56.72s,41.7324230
HD 136925 b,HD 136925,4540.00000000,5.130000,13.900,266.97586,0.103000,,,,5773.19,1.19,[Fe/H],0.134,15h22m51.78s,230.7157509,+13d21m58.72s,13.3663117
HD 13724 c,HD 13724,142.22895000,0.534000,8.180,50.85255,0.651000,,,,5835.31,1.04,[M/H],0.055,02h12m20.63s,33.0859626,-46d49m00.03s,-46.8166738
HD 137388 b,HD 137388,330.00000000,0.890000,9.320,63.56600,0.360000,,,K2 IV,5181.00,0.88,[Fe/H],-0.337,15h35m39.62s,233.9150820,-80d12m15.90s,-80.2044169
HD 137496 b,HD 137496,1.62116000,0.027320,1.310,4.04000,0.000000,,2130,G,5799.00,1.59,[Fe/H],0.366,15h26m58.09s,231.7420543,-16d30m32.41s,-16.5090014
HD 137496 c,HD 137496,479.90000000,1.216300,12.600,2434.56560,0.477000,,370,G,5799.00,1.59,[Fe/H],0.366,15h26m58.09s,231.7420543,-16d30m32.41s,-16.5090014
HD 13808 b,HD 13808,14.18150000,0.105190,3.350,11.20000,0.071000,,,K2 V,5035.00,0.78,[Fe/H],-0.435,02h12m42.74s,33.1780708,-53d44m37.53s,-53.7437591
HD 13808 c,HD 13808,53.75300000,0.255400,3.130,9.96000,0.156000,,,K2 V,5035.00,0.78,[Fe/H],-0.435,02h12m42.74s,33.1780708,-53d44m37.53s,-53.7437591
HD 13908 b,HD 13908,19.38200000,0.154000,13.900,274.91000,0.020000,,,F8 V,6255.00,1.67,[Fe/H],0.602,02h18m14.62s,34.5609102,+65d35m39.08s,65.5941901
HD 13908 c,HD 13908,931.00000000,2.030000,12.800,1630.40000,0.120000,,,F8 V,6255.00,1.67,[Fe/H],0.602,02h18m14.62s,34.5609102,+65d35m39.08s,65.5941901
HD 13931 b,HD 13931,4218.00000000,5.150000,13.200,889.91954,0.020000,,,G0,5867.00,1.25,[Fe/H],0.196,02h16m47.52s,34.1979991,+43d46m19.94s,43.7722065
HD 139357 b,HD 139357,1124.79139000,2.949000,12.100,6315.56828,0.099000,,,K4 III,4700.00,11.47,[Fe/H],1.823,15h35m16.17s,233.8173564,+53d55m19.74s,53.9221505
HD 1397 b,HD 1397,11.53533000,0.109700,11.500,131.89945,0.251000,356.00,1228,G5 III/IV,5521.00,2.34,[Fe/H],0.660,00h17m47.32s,4.4471631,-66d21m32.14s,-66.3589285
HD 14067 b,HD 14067,2744.00000000,5.150000,12.200,4862.77463,0.650000,,,G9 III,4815.00,12.40,[Fe/H],1.898,02h17m10.40s,34.2933480,+23d46m03.56s,23.7676546
HD 140901 b,HD 140901,9.02378000,0.085000,4.070,15.57359,0.472000,,,G7 IV,5610.00,0.95,[M/H],-0.102,15h47m28.56s,236.8689866,-37d55m02.04s,-37.9172333
HD 140901 c,HD 140901,14386.00000000,11.800000,13.400,572.09113,0.770000,,,G7 IV,5610.00,0.95,[M/H],-0.102,15h47m28.56s,236.8689866,-37d55m02.04s,-37.9172333
